epoch,train_loss,validation_loss
1,2.1132998088449555,1.3762215131618938
2,1.2439036021524958,0.7503282960321083
3,0.8965664282283622,0.6134033251981266
4,0.7573027835713885,0.5321597048982245
5,0.6747486538413211,0.5074602519391013
6,0.6091504330740922,0.45851756265906035
7,0.5656339680543662,0.4431269266566292
8,0.544301951504913,0.40478182107698724
9,0.5006735644935302,0.44300167531263634
10,0.4771168231019006,0.3971493564179686
11,0.4556869513199647,0.3784025743847988
12,0.4397161222726548,0.39612943398170786
13,0.42577748841765567,0.3744689394704631
14,0.4131919125421859,0.3664592321290345
15,0.40732910775483033,0.3510092709396706
16,0.39075858761845883,0.33500124709528
17,0.3812468466496619,0.3300400525331497
18,0.37425204128594025,0.3235145904978768
19,0.3653222855503413,0.31625705908556456
20,0.3594517150527579,0.3289695467616691
21,0.35115829702411594,0.30508820333930314
22,0.3457198281305789,0.310470100309028
23,0.34115310110955105,0.3315905877312676
24,0.33504162001055343,0.3098787943847844
25,0.33003544892493564,0.30017018586885735
26,0.32541107202055086,0.30936634003138935
27,0.32196657765995373,0.30030235110736286
28,0.31648663637754026,0.3034717870540306
29,0.3141438975205633,0.29324299707764484
30,0.3093454892300148,0.2943120308098246
31,0.3067363004257261,0.2886036086033602
32,0.3016809675425102,0.30307556737641816
33,0.2981564399272392,0.2807113503823515
34,0.2948322397898922,0.3332692704728392
35,0.29202758483037383,0.2919632898735218
36,0.28832417980119995,0.2783054689892003
37,0.2847425170227035,0.282742190556448
38,0.2819788074455604,0.2843335505391731
39,0.2817886797022114,0.27787676624587326
40,0.2754306921904737,0.27810526969002897
41,0.27251079536769657,0.25431470963798586
42,0.2744226367793678,0.28640264846750946
43,0.27284054856660755,0.24228222533816196
44,0.2637908766499029,0.25025078251225047
45,0.26528285305167354,0.24607254002915055
46,0.25953669154555803,0.24111640612121488
47,0.25666794790463016,0.24732080920309316
48,0.2540516949103196,0.24590088585849668
49,0.2521506245494141,0.24650550145106237
50,0.25187089795101014,0.2402355706349748
51,0.24807007790367902,0.26049802537824285
52,0.2611460594999866,0.2540448052717037
53,0.2537244381599648,0.24662997805681386
54,0.2442899658551428,0.23035257908164478
55,0.2440845225376508,0.2441617597321995
56,0.253356345375925,0.2499911035182046
57,0.24947928667194497,0.4709900766611099
58,0.3804002236614268,0.259647289260489
59,0.24664835460153242,0.23760660481257517
60,0.23958639446134042,0.23503268986451822
61,0.25649703371222377,0.2284394501418364
62,0.2417804698516904,0.24902392594052142
63,0.23678884344927603,0.2374271634416502
64,0.23557726285926384,0.2306040781931799
65,0.24250764746305553,0.2441264017194998
66,0.2508627684593957,0.22987823273803368
67,0.23787509675194798,0.22451281486476055
68,0.2395816315713695,0.22514550253504612
69,0.23186677695895855,0.23687312715366238
