epoch,train_loss,validation_loss
1,6.094861347117322,4.272728615119809
2,3.598495348970941,2.144602355409841
3,2.254422425970118,1.2597486757841267
4,1.5959306262909099,0.8990470337086036
5,1.2213808168756202,0.7042181286655489
6,0.9979541102622418,0.5981408650757837
7,0.8593834056499157,0.5338836331836513
8,0.7691814674976024,0.48902360093398173
9,0.7035990990222769,0.4602270981327432
10,0.6516280166646268,0.43297881327691623
11,0.6120876997075182,0.4123468716613582
12,0.5798948215043291,0.3960295021533966
13,0.551781746554882,0.38209417022642544
14,0.5273658899550743,0.3691185082568497
15,0.5072150496092248,0.35903603913354093
16,0.48887194978429915,0.3508037880795901
17,0.4728868921386435,0.34304908064545175
18,0.4576056045420626,0.33536105077774797
19,0.44406594183850795,0.3279995620250702
20,0.43331173220847513,0.3240347934550926
21,0.4206238358578783,0.3198850579926225
22,0.4124548998284847,0.3165647626900282
23,0.40075425061773745,0.3109316251805571
24,0.39242208542975976,0.306440033385011
25,0.3837517486607775,0.3020673963378687
26,0.37756902765720446,0.2979348372729098
27,0.3696489044326417,0.29574261605739594
28,0.3621866819706369,0.2935578197729392
29,0.3568036230320626,0.29037509931892647
30,0.351128508118873,0.2859141091342832
31,0.34445581841976086,0.2856960768093828
32,0.33893284017735337,0.2830796517798158
33,0.334397347303147,0.27966299970619013
34,0.3291601593190051,0.279284696598522
35,0.32452147615716814,0.27861419686528505
36,0.320795874678074,0.27463683217275336
37,0.3161029036374802,0.27226243107045284
38,0.31232718026384393,0.27172749965894416
39,0.30813592602597906,0.2704859412595874
40,0.3054621638769799,0.26564973153051785
41,0.30086195196243043,0.2666551189833
42,0.29724615476232896,0.2650277582836933
43,0.2941786493075655,0.263710870361719
44,0.29098956473964327,0.2625152600593254
45,0.2883980429235925,0.2605061628779427
46,0.2854577876785968,0.2610656452960655
47,0.28207032848545843,0.260265550408207
48,0.2797472396429549,0.25744249561771015
49,0.2764104755000865,0.2581126426087051
50,0.2744396316878339,0.25699259072053626
51,0.271806260689776,0.25502286997974893
52,0.26965841990202033,0.25487982567216527
53,0.2663374593600314,0.25427446477725857
54,0.26414391902532985,0.2521239418963917
55,0.2623365540453728,0.2506618673195604
56,0.2604510952183541,0.2521254855101226
57,0.2576036916134205,0.2530946059793722
58,0.2561511368827617,0.24987247512965907
59,0.2542754751253635,0.25029832295707016
60,0.2519894022890862,0.24976447493326467
61,0.25068002904349185,0.24905255583466077
62,0.24862055020763518,0.2483906254905169
63,0.24660456212277107,0.24747615295355438
64,0.24431580863100416,0.24808219319484273
65,0.24345341251885638,0.2452551319462354
66,0.24128412284115527,0.24636248242659647
67,0.2394677925617137,0.24545354970165942
68,0.23811619481507768,0.24467465696764773
69,0.23659705224823444,0.24637666393498905
70,0.23521323083563053,0.2437520745347758
71,0.2334201600957424,0.24435713007801868
72,0.23178855253660932,0.24141354174887547
73,0.2310460573815285,0.24101943339480728
74,0.22927876267027347,0.24355178558435597
75,0.2272974728586826,0.2409660093119887
76,0.22714199303312504,0.2411469934416599
77,0.22568827150984014,0.24092659647347497
78,0.2246444544259538,0.2394181074666195
79,0.22264385033161083,0.2402812105710389
80,0.22205481354860548,0.23899879611906458
81,0.2198499156756604,0.24143413784074003
82,0.21891066441510587,0.23984139937846388
83,0.21804788448709123,0.2399925042371281
84,0.21757569138674027,0.23870737459815916
85,0.21611253318000348,0.2383892951441593
86,0.21603445350489717,0.2390190103992087
87,0.21370038780126166,0.23877690390485232
88,0.21345916758192346,0.23976285438068579
89,0.21196796925778086,0.2378444976982523
90,0.2110855182751696,0.2375632546475676
91,0.20975528517936137,0.2375337266531147
92,0.2091634493241919,0.23829871709229516
93,0.20816939951891594,0.2373713909602556
94,0.2078230068087578,0.23619705365329494
95,0.20646547243950214,0.2372228258945903
96,0.20559335902650305,0.2379132978251723
97,0.20427191327226923,0.23638226653708785
98,0.20342458930421384,0.23584707667593097
99,0.2017996846995455,0.23673095517471188
100,0.20184764006036393,0.23641317569818654
101,0.20124570283483953,0.2356941609597597
102,0.20013293310048733,0.2353449617741538
103,0.19946333103357478,0.2364407079141648
104,0.19874061789918454,0.23561675871004822
105,0.19828381075503979,0.23640497663959129
106,0.1975793383857037,0.23610373476489646
107,0.1968235986980986,0.235952262262829
108,0.19664975417421218,0.23439285501104887
109,0.19520874869950275,0.2351444793529198
110,0.1940547397479098,0.2363599321392716
111,0.19390390810180216,0.2343454676084831
112,0.19278591592261132,0.2341451779252193
113,0.19174842041857698,0.23308072422371537
114,0.19169260231738394,0.23346893122938814
115,0.19121034506787646,0.2341260101462974
116,0.18998985138345273,0.2358346034268864
117,0.18943630317424207,0.23484355773104995
118,0.18900969431121298,0.23407081819948602
119,0.18791012145737385,0.23461589168329708
120,0.18856876660534677,0.23510692989239929
121,0.18143714739287153,0.23210446951819247
122,0.17904608217959708,0.23074278797282546
123,0.17864718640104255,0.23173255558873787
124,0.1771477573095484,0.23224117863373678
125,0.17617712680329667,0.2316693546342068
126,0.17614224968438452,0.23157531902438305
127,0.17594923050479686,0.23089063021003223
128,0.17493164967349234,0.23215661967386964
129,0.17462562579423824,0.230603178749319
130,0.17436383005152356,0.23123144053044867
131,0.17417616939291042,0.23141994315092682
132,0.17356818667117585,0.2315497100353241
133,0.1736944061644534,0.2309426166972176
134,0.1730611226343094,0.23280383451063125
135,0.17227075191888402,0.2314316320126174
136,0.17192156127792724,0.23153151303041178
137,0.17128703172536605,0.23266046042325067
138,0.17062322231049235,0.23117345034099016
139,0.1712871939260909,0.2318385121275167
140,0.17095592484829272,0.23110706688927823
141,0.17039099449807024,0.2311803967249198
142,0.16970179283872563,0.2315132449396321
143,0.17054335008910362,0.23252072734910934
